study,symbol,date,strategy,maker_fee_rate,latency_ms,realized_spread,inventory_revaluation,fee_cost,net_pnl
crypto,BTCUSDT,2025-08-19,symmetric,0.0002,50,-222.39651010000574,-1907.9985543999915,3329.80506078224,-5460.200125282237
crypto,BTCUSDT,2025-08-19,symmetric,0.0001,50,-222.39651010000574,-1907.9985543999915,1664.90253039112,-3795.297594891117
crypto,BTCUSDT,2025-08-19,symmetric,0.0,50,-222.39651010000574,-1907.9985543999915,0.0,-2130.3950644999973
crypto,BTCUSDT,2025-08-19,symmetric,-5e-05,50,-222.39651010000574,-1907.9985543999915,-832.45126519556,-1297.943799304437
crypto,BTCUSDT,2025-08-19,symmetric,0.0002,200,-229.92947040000115,-1804.3415939499962,3202.9183642209805,-5237.189428570978
crypto,BTCUSDT,2025-08-19,symmetric,0.0001,200,-229.92947040000115,-1804.3415939499962,1601.4591821104902,-3635.7302464604873
crypto,BTCUSDT,2025-08-19,symmetric,0.0,200,-229.92947040000115,-1804.3415939499962,0.0,-2034.2710643499972
crypto,BTCUSDT,2025-08-19,symmetric,-5e-05,200,-229.92947040000115,-1804.3415939499962,-800.7295910552451,-1233.541473294752
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0002,10,1.126338700000478,-2.7204548000000908,8.604746717420001,-10.198862817419613
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0001,10,1.126338700000478,-2.7204548000000908,4.302373358710001,-5.896489458709613
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0,10,1.126338700000478,-2.7204548000000908,0.0,-1.5941160999996127
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,-5e-05,10,1.126338700000478,-2.7204548000000908,-2.1511866793550003,0.5570705793553876
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0002,50,1.3452717500003748,-4.375260400000182,10.173135438180001,-13.203124088179809
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0001,50,1.3452717500003748,-4.375260400000182,5.0865677190900005,-8.116556369089807
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0,50,1.3452717500003748,-4.375260400000182,0.0,-3.029988649999807
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,-5e-05,50,1.3452717500003748,-4.375260400000182,-2.5432838595450002,-0.48670479045480697
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0002,200,0.6037853000001215,-10.239391500000076,10.880775708060002,-20.516381908059955
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0001,200,0.6037853000001215,-10.239391500000076,5.440387854030001,-15.075994054029955
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,0.0,200,0.6037853000001215,-10.239391500000076,0.0,-9.635606199999955
crypto,BTCUSDT,2025-08-19,as_gamma_0.001,-5e-05,200,0.6037853000001215,-10.239391500000076,-2.7201939270150004,-6.915412272984955
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0002,10,309.72649479999836,-1768.581996499999,2591.8816474999603,-4050.737149199961
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0001,10,309.72649479999836,-1768.581996499999,1295.9408237499802,-2754.796325449981
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0,10,309.72649479999836,-1768.581996499999,0.0,-1458.8555017000006
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,-5e-05,10,309.72649479999836,-1768.581996499999,-647.9704118749901,-810.8850898250105
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0002,50,261.1126410499977,-1725.5613519499993,2589.6999136077,-4054.1486245077017
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0001,50,261.1126410499977,-1725.5613519499993,1294.84995680385,-2759.2986677038516
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0,50,261.1126410499977,-1725.5613519499993,0.0,-1464.4487109000015
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,-5e-05,50,261.1126410499977,-1725.5613519499993,-647.424978401925,-817.0237324980765
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0002,200,188.15346020000038,-1592.880468949999,2524.57381575412,-3929.3008245041187
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0001,200,188.15346020000038,-1592.880468949999,1262.28690787706,-2667.0139166270587
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,0.0,200,188.15346020000038,-1592.880468949999,0.0,-1404.7270087499987
crypto,BTCUSDT,2025-08-19,glft_gamma_0.0001,-5e-05,200,188.15346020000038,-1592.880468949999,-631.14345393853,-773.5835548114687
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0002,10,315.62807944999605,-1763.116184999997,2565.8148595556004,-4013.3029651056013
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0001,10,315.62807944999605,-1763.116184999997,1282.9074297778002,-2730.395535327801
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0,10,315.62807944999605,-1763.116184999997,0.0,-1447.488105550001
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,315.62807944999605,-1763.116184999997,-641.4537148889001,-806.0343906611008
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0002,50,270.84080139999855,-1729.6384386499976,2598.5120533301606,-4057.3096905801594
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0001,50,270.84080139999855,-1729.6384386499976,1299.2560266650803,-2758.0536639150796
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0,50,270.84080139999855,-1729.6384386499976,0.0,-1458.797637249999
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,270.84080139999855,-1729.6384386499976,-649.6280133325401,-809.1696239174589
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0002,200,168.82286220000162,-1631.2964604000001,2599.6629132828803,-4062.1365114828786
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0001,200,168.82286220000162,-1631.2964604000001,1299.8314566414401,-2762.3050548414385
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,0.0,200,168.82286220000162,-1631.2964604000001,0.0,-1462.4735981999984
crypto,BTCUSDT,2025-08-19,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,168.82286220000162,-1631.2964604000001,-649.9157283207201,-812.5578698792783
crypto,BTCUSDT,2025-08-20,symmetric,0.0002,10,-167.103400749998,-1749.3683590500034,2692.99630728976,-4609.4680670897615
crypto,BTCUSDT,2025-08-20,symmetric,0.0001,10,-167.103400749998,-1749.3683590500034,1346.49815364488,-3262.969913444881
crypto,BTCUSDT,2025-08-20,symmetric,0.0,10,-167.103400749998,-1749.3683590500034,0.0,-1916.4717598000013
crypto,BTCUSDT,2025-08-20,symmetric,-5e-05,10,-167.103400749998,-1749.3683590500034,-673.24907682244,-1243.2226829775614
crypto,BTCUSDT,2025-08-20,symmetric,0.0002,50,-191.31495859999322,-1701.819314100006,2701.6929113493,-4594.8271840493
crypto,BTCUSDT,2025-08-20,symmetric,0.0001,50,-191.31495859999322,-1701.819314100006,1350.84645567465,-3243.9807283746495
crypto,BTCUSDT,2025-08-20,symmetric,0.0,50,-191.31495859999322,-1701.819314100006,0.0,-1893.1342726999992
crypto,BTCUSDT,2025-08-20,symmetric,-5e-05,50,-191.31495859999322,-1701.819314100006,-675.423227837325,-1217.711044862674
crypto,BTCUSDT,2025-08-20,symmetric,0.0002,200,-204.02537314999714,-1637.905932750002,2649.00542302926,-4490.936728929259
crypto,BTCUSDT,2025-08-20,symmetric,0.0001,200,-204.02537314999714,-1637.905932750002,1324.50271151463,-3166.434017414629
crypto,BTCUSDT,2025-08-20,symmetric,0.0,200,-204.02537314999714,-1637.905932750002,0.0,-1841.9313058999992
crypto,BTCUSDT,2025-08-20,symmetric,-5e-05,200,-204.02537314999714,-1637.905932750002,-662.251355757315,-1179.6799501426842
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0002,10,-0.006894199999906268,-0.31930059999991206,0.25442944392,-0.5806242439198184
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0001,10,-0.006894199999906268,-0.31930059999991206,0.12721472196,-0.4534095219598183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0,10,-0.006894199999906268,-0.31930059999991206,0.0,-0.3261947999998183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,-5e-05,10,-0.006894199999906268,-0.31930059999991206,-0.06360736098,-0.2625874390198183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0002,50,-0.006894199999906268,-0.31930059999991206,0.25442944392,-0.5806242439198184
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0001,50,-0.006894199999906268,-0.31930059999991206,0.12721472196,-0.4534095219598183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0,50,-0.006894199999906268,-0.31930059999991206,0.0,-0.3261947999998183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,-5e-05,50,-0.006894199999906268,-0.31930059999991206,-0.06360736098,-0.2625874390198183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0002,200,-0.006894199999906268,-0.31930059999991206,0.25442944392,-0.5806242439198184
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0001,200,-0.006894199999906268,-0.31930059999991206,0.12721472196,-0.4534095219598183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,0.0,200,-0.006894199999906268,-0.31930059999991206,0.0,-0.3261947999998183
crypto,BTCUSDT,2025-08-20,as_gamma_0.001,-5e-05,200,-0.006894199999906268,-0.31930059999991206,-0.06360736098,-0.2625874390198183
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0002,10,258.0447061999894,-1531.633673849995,2078.7147089921204,-3352.303676642126
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0001,10,258.0447061999894,-1531.633673849995,1039.3573544960602,-2312.9463221460655
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0,10,258.0447061999894,-1531.633673849995,0.0,-1273.5889676500055
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,-5e-05,10,258.0447061999894,-1531.633673849995,-519.6786772480301,-753.9102904019754
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0002,50,225.02575034998944,-1510.9473613499945,2094.88943027304,-3380.811041273045
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0001,50,225.02575034998944,-1510.9473613499945,1047.44471513652,-2333.366326136525
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0,50,225.02575034998944,-1510.9473613499945,0.0,-1285.921611000005
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,-5e-05,50,225.02575034998944,-1510.9473613499945,-523.72235756826,-762.199253431745
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0002,200,175.11605814998856,-1488.1253600999953,2099.4934423378604,-3412.5027442878672
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0001,200,175.11605814998856,-1488.1253600999953,1049.7467211689302,-2362.7560231189373
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,0.0,200,175.11605814998856,-1488.1253600999953,0.0,-1313.0093019500068
crypto,BTCUSDT,2025-08-20,glft_gamma_0.0001,-5e-05,200,175.11605814998856,-1488.1253600999953,-524.8733605844651,-788.1359413655417
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0002,10,256.0262753999892,-1524.3387836499962,2027.24369616386,-3295.556204413867
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0001,10,256.0262753999892,-1524.3387836499962,1013.62184808193,-2281.934356331937
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0,10,256.0262753999892,-1524.3387836499962,0.0,-1268.312508250007
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,256.0262753999892,-1524.3387836499962,-506.810924040965,-761.5015842090421
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0002,50,229.37901459999273,-1520.2677628999966,2083.2467612888404,-3374.1355095888443
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0001,50,229.37901459999273,-1520.2677628999966,1041.6233806444202,-2332.512128944424
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0,50,229.37901459999273,-1520.2677628999966,0.0,-1290.888748300004
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,229.37901459999273,-1520.2677628999966,-520.8116903222101,-770.0770579777939
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0002,200,155.63689469999704,-1516.1450556999994,2130.4327276745803,-3490.9408886745823
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0001,200,155.63689469999704,-1516.1450556999994,1065.2163638372901,-2425.7245248372924
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,0.0,200,155.63689469999704,-1516.1450556999994,0.0,-1360.5081610000022
crypto,BTCUSDT,2025-08-20,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,155.63689469999704,-1516.1450556999994,-532.6081819186451,-827.8999790813572
crypto,BTCUSDT,2025-08-21,symmetric,0.0002,10,-106.97716020000067,-1543.8251767499974,2355.1268042609404,-4005.9291412109387
crypto,BTCUSDT,2025-08-21,symmetric,0.0001,10,-106.97716020000067,-1543.8251767499974,1177.5634021304702,-2828.3657390804683
crypto,BTCUSDT,2025-08-21,symmetric,0.0,10,-106.97716020000067,-1543.8251767499974,0.0,-1650.802336949998
crypto,BTCUSDT,2025-08-21,symmetric,-5e-05,10,-106.97716020000067,-1543.8251767499974,-588.7817010652351,-1062.0206358847631
crypto,BTCUSDT,2025-08-21,symmetric,0.0002,50,-123.88612549999914,-1542.7551679499977,2352.5535210860203,-4019.194814536017
crypto,BTCUSDT,2025-08-21,symmetric,0.0001,50,-123.88612549999914,-1542.7551679499977,1176.2767605430101,-2842.9180539930067
crypto,BTCUSDT,2025-08-21,symmetric,0.0,50,-123.88612549999914,-1542.7551679499977,0.0,-1666.6412934499967
crypto,BTCUSDT,2025-08-21,symmetric,-5e-05,50,-123.88612549999914,-1542.7551679499977,-588.1383802715051,-1078.5029131784918
crypto,BTCUSDT,2025-08-21,symmetric,0.0002,200,-130.10058885000097,-1491.63415875,2261.05526008358,-3882.7900076835813
crypto,BTCUSDT,2025-08-21,symmetric,0.0001,200,-130.10058885000097,-1491.63415875,1130.52763004179,-2752.2623776417913
crypto,BTCUSDT,2025-08-21,symmetric,0.0,200,-130.10058885000097,-1491.63415875,0.0,-1621.7347476000011
crypto,BTCUSDT,2025-08-21,symmetric,-5e-05,200,-130.10058885000097,-1491.63415875,-565.263815020895,-1056.4709325791061
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0002,10,0.11670655000000753,-0.4316924999998846,0.6691494613400001,-0.9841354113398773
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0001,10,0.11670655000000753,-0.4316924999998846,0.33457473067000004,-0.6495606806698772
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0,10,0.11670655000000753,-0.4316924999998846,0.0,-0.3149859499998771
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,-5e-05,10,0.11670655000000753,-0.4316924999998846,-0.16728736533500002,-0.1476985846648771
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0002,50,0.28872995000017415,-3.4015372999997537,1.0906364428600002,-4.20344379285958
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0001,50,0.28872995000017415,-3.4015372999997537,0.5453182214300001,-3.6581255714295797
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0,50,0.28872995000017415,-3.4015372999997537,0.0,-3.1128073499995796
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,-5e-05,50,0.28872995000017415,-3.4015372999997537,-0.27265911071500004,-2.84014823928458
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0002,200,-0.056900599999942285,-1.8526653999997214,1.1762952721200002,-3.085861272119664
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0001,200,-0.056900599999942285,-1.8526653999997214,0.5881476360600001,-2.4977136360596637
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,0.0,200,-0.056900599999942285,-1.8526653999997214,0.0,-1.9095659999996637
crypto,BTCUSDT,2025-08-21,as_gamma_0.001,-5e-05,200,-0.056900599999942285,-1.8526653999997214,-0.29407381803000004,-1.6154921819696637
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0002,10,177.74714910000057,-1214.4340420000035,1576.9201488691,-2613.607041769103
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0001,10,177.74714910000057,-1214.4340420000035,788.46007443455,-1825.146967334553
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0,10,177.74714910000057,-1214.4340420000035,0.0,-1036.686892900003
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,-5e-05,10,177.74714910000057,-1214.4340420000035,-394.230037217275,-642.4568556827279
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0002,50,154.75895980000027,-1213.5546634000025,1604.3124214266402,-2663.1081250266425
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0001,50,154.75895980000027,-1213.5546634000025,802.1562107133201,-1860.9519143133225
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0,50,154.75895980000027,-1213.5546634000025,0.0,-1058.7957036000023
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,-5e-05,50,154.75895980000027,-1213.5546634000025,-401.07810535666005,-657.7175982433423
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0002,200,121.12918865000084,-1163.989049350003,1613.51718081662,-2656.3770415166223
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0001,200,121.12918865000084,-1163.989049350003,806.75859040831,-1849.6184511083122
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,0.0,200,121.12918865000084,-1163.989049350003,0.0,-1042.8598607000022
crypto,BTCUSDT,2025-08-21,glft_gamma_0.0001,-5e-05,200,121.12918865000084,-1163.989049350003,-403.379295204155,-639.4805654958471
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0002,10,180.1736343499986,-1189.9337917000034,1552.3426952392,-2562.102852589205
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0001,10,180.1736343499986,-1189.9337917000034,776.1713476196,-1785.931504969605
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0,10,180.1736343499986,-1189.9337917000034,0.0,-1009.7601573500049
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,180.1736343499986,-1189.9337917000034,-388.0856738098,-621.6744835402048
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0002,50,158.50092909999853,-1211.2569342500028,1591.7412856436001,-2644.4972907936044
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0001,50,158.50092909999853,-1211.2569342500028,795.8706428218001,-1848.6266479718042
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0,50,158.50092909999853,-1211.2569342500028,0.0,-1052.7560051500043
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,158.50092909999853,-1211.2569342500028,-397.93532141090003,-654.8206837391042
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0002,200,113.48301760000098,-1157.7908628500031,1639.2148759043403,-2683.5227211543424
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0001,200,113.48301760000098,-1157.7908628500031,819.6074379521701,-1863.9152832021723
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,0.0,200,113.48301760000098,-1157.7908628500031,0.0,-1044.3078452500022
crypto,BTCUSDT,2025-08-21,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,113.48301760000098,-1157.7908628500031,-409.80371897608507,-634.5041262739171
crypto,BTCUSDT,2025-08-22,symmetric,0.0002,10,-243.73880805000115,-2160.8974329000066,3385.0315177285597,-5789.667758678568
crypto,BTCUSDT,2025-08-22,symmetric,0.0001,10,-243.73880805000115,-2160.8974329000066,1692.5157588642799,-4097.151999814288
crypto,BTCUSDT,2025-08-22,symmetric,0.0,10,-243.73880805000115,-2160.8974329000066,0.0,-2404.636240950008
crypto,BTCUSDT,2025-08-22,symmetric,-5e-05,10,-243.73880805000115,-2160.8974329000066,-846.2578794321399,-1558.3783615178681
crypto,BTCUSDT,2025-08-22,symmetric,0.0002,50,-286.5056646000042,-2101.1319509500076,3401.5258543587606,-5789.163469908773
crypto,BTCUSDT,2025-08-22,symmetric,0.0001,50,-286.5056646000042,-2101.1319509500076,1700.7629271793803,-4088.4005427293923
crypto,BTCUSDT,2025-08-22,symmetric,0.0,50,-286.5056646000042,-2101.1319509500076,0.0,-2387.637615550012
crypto,BTCUSDT,2025-08-22,symmetric,-5e-05,50,-286.5056646000042,-2101.1319509500076,-850.3814635896902,-1537.2561519603219
crypto,BTCUSDT,2025-08-22,symmetric,0.0002,200,-294.0955953499989,-1969.0380005500087,3301.13354048314,-5564.267136383148
crypto,BTCUSDT,2025-08-22,symmetric,0.0001,200,-294.0955953499989,-1969.0380005500087,1650.56677024157,-3913.7003661415774
crypto,BTCUSDT,2025-08-22,symmetric,0.0,200,-294.0955953499989,-1969.0380005500087,0.0,-2263.1335959000075
crypto,BTCUSDT,2025-08-22,symmetric,-5e-05,200,-294.0955953499989,-1969.0380005500087,-825.283385120785,-1437.8502107792224
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0002,10,0.8029666000002419,-2.829471800000182,2.77120740498,-4.797712604979941
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0001,10,0.8029666000002419,-2.829471800000182,1.38560370249,-3.41210890248994
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0,10,0.8029666000002419,-2.829471800000182,0.0,-2.02650519999994
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,-5e-05,10,0.8029666000002419,-2.829471800000182,-0.692801851245,-1.33370334875494
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0002,50,0.9022276500004488,-4.678343400000112,3.2801392176400004,-7.0562549676396635
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0001,50,0.9022276500004488,-4.678343400000112,1.6400696088200002,-5.416185358819663
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0,50,0.9022276500004488,-4.678343400000112,0.0,-3.776115749999663
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,-5e-05,50,0.9022276500004488,-4.678343400000112,-0.8200348044100001,-2.956080945589663
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0002,200,0.7395802000005112,-4.639310000000033,3.3775681655,-7.277297965499521
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0001,200,0.7395802000005112,-4.639310000000033,1.68878408275,-5.588513882749521
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,0.0,200,0.7395802000005112,-4.639310000000033,0.0,-3.8997297999995215
crypto,BTCUSDT,2025-08-22,as_gamma_0.001,-5e-05,200,0.7395802000005112,-4.639310000000033,-0.844392041375,-3.0553377586245216
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0002,10,238.82511680000806,-2078.678200000008,2771.31061775336,-4611.16370095336
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0001,10,238.82511680000806,-2078.678200000008,1385.65530887668,-3225.50839207668
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0,10,238.82511680000806,-2078.678200000008,0.0,-1839.8530832
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,-5e-05,10,238.82511680000806,-2078.678200000008,-692.82765443834,-1147.02542876166
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0002,50,188.01654785000494,-1990.8171085500067,2777.6303360036804,-4580.430896703682
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0001,50,188.01654785000494,-1990.8171085500067,1388.8151680018402,-3191.6157287018423
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0,50,188.01654785000494,-1990.8171085500067,0.0,-1802.8005607000018
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,-5e-05,50,188.01654785000494,-1990.8171085500067,-694.4075840009201,-1108.3929766990818
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0002,200,80.06217065000952,-1784.6525775000118,2646.8915916018605,-4351.481998451863
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0001,200,80.06217065000952,-1784.6525775000118,1323.4457958009302,-3028.036202650933
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,0.0,200,80.06217065000952,-1784.6525775000118,0.0,-1704.5904068500024
crypto,BTCUSDT,2025-08-22,glft_gamma_0.0001,-5e-05,200,80.06217065000952,-1784.6525775000118,-661.7228979004651,-1042.8675089495373
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0002,10,242.0692972500173,-2090.4736764500085,2722.7237371433002,-4571.128116343291
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0001,10,242.0692972500173,-2090.4736764500085,1361.3618685716501,-3209.7662477716412
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0,10,242.0692972500173,-2090.4736764500085,0.0,-1848.4043791999911
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,242.0692972500173,-2090.4736764500085,-680.6809342858251,-1167.723444914166
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0002,50,192.00821950001048,-2031.360379250008,2746.63931478426,-4585.991474534258
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0001,50,192.00821950001048,-2031.360379250008,1373.31965739213,-3212.6718171421276
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0,50,192.00821950001048,-2031.360379250008,0.0,-1839.3521597499976
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,192.00821950001048,-2031.360379250008,-686.659828696065,-1152.6923310539325
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0002,200,49.317396000013936,-1850.691644150012,2719.8728872829406,-4521.247135432939
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0001,200,49.317396000013936,-1850.691644150012,1359.9364436414703,-3161.3106917914683
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,0.0,200,49.317396000013936,-1850.691644150012,0.0,-1801.374248149998
crypto,BTCUSDT,2025-08-22,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,49.317396000013936,-1850.691644150012,-679.9682218207352,-1121.4060263292629
crypto,BTCUSDT,2025-08-23,symmetric,0.0002,10,-43.74208734998528,-742.5510268000077,1294.94070490966,-2081.233819059653
crypto,BTCUSDT,2025-08-23,symmetric,0.0001,10,-43.74208734998528,-742.5510268000077,647.47035245483,-1433.763466604823
