study,symbol,date,strategy,calibration_event_count,replay_event_count,calibration_seconds,replay_seconds,sigma,A,kappa,gamma,beta,tick_size,order_size,inventory_limit,requote_ms,latency_ms,cancellation_rule,gross_pnl,maker_rebates_pnl,taker_fees_pnl,net_pnl,fill_count,filled_volume,quoted_width,realized_spread,spread_capture_pct,realized_spread_pnl,inventory_mtm_pnl,mean_abs_inventory,inventory_std,max_abs_inventory,end_inventory,markout_1s,markout_5s,markout_30s,markout_60s,avg_position_at_fill,cancellation_rate,time_to_fill_mean,time_to_fill_p50,time_to_fill_p90,marketable_fill_count
lobster_appendix,AAPL,2012-06-21,symmetric,35091,365300,1800.0,21599.875694385002,0.0949285439462685,0.276220737799901,16.853473443016348,,,0.01,1,10,100.0,1.0,cancel-from-back,11.8700000000008,4.925,0.0,16.7950000000008,1970,1970,0.1157253171538893,0.08992385786802116,0.7770456809242713,84.795000000002,-72.9250000000012,6.358611117954783,6.799829482050125,10.0,10,0.009865345528457518,0.00034062023385847385,-0.007752693689068351,-0.006121447028425491,11.088324873096447,651.3548595864075,2.3654199937509337,0.9185189664967766,6.421926905206057,0
lobster_appendix,AAPL,2012-06-21,as_gamma_0.001,35091,365300,1800.0,21599.875694385002,0.0949285439462685,0.276220737799901,16.853473443016348,0.001,,0.01,1,10,100.0,1.0,cancel-from-back,8.690000000001874,0.855,0.0,9.545000000001874,342,342,0.21292397660818763,0.09839181286550798,0.46209832463613915,16.145000000002256,-7.455000000000496,0.6951308646841919,1.1731517887548737,6.0,4,0.010249266862172436,0.017932551319649787,0.02802052785924439,0.01902654867257053,6.2894736842105265,651.3548595864075,1.0444066558305842,0.21602289699512767,2.823347493196346,0
lobster_appendix,AAPL,2012-06-21,glft_gamma_0.0001,35091,365300,1800.0,21599.875694385002,0.0949285439462685,0.276220737799901,16.853473443016348,0.0001,,0.01,1,10,100.0,1.0,cancel-from-back,17.199999999999818,2.09,0.0,19.289999999999818,836,836,0.12940097799511033,0.1149760765550295,0.8885255609070752,47.980000000002406,-30.78000000000179,4.550715711153268,5.417231642863921,10.0,6,0.020011961722488876,0.011572966507178203,0.005580143540671445,0.009340527577935834,4.44377990430622,651.3548595864075,1.429535507387661,0.48232706749695353,4.053328321497247,0
lobster_appendix,AAPL,2012-06-21,glft_imbalance_gamma_0.001_beta_2,35091,365300,1800.0,21599.875694385002,0.0949285439462685,0.276220737799901,16.853473443016348,0.001,2.0,0.01,1,10,100.0,1.0,cancel-from-back,-17.045000000003142,2.0125,0.0,-15.032500000003143,805,805,0.1304915912031073,0.10704347826087023,0.8203093952181133,42.74499999999989,-59.789999999999395,4.503067333514006,5.389309747139048,10.0,-1,0.017987577639750868,0.010360248447203738,-0.01162313432835598,-0.012443890274315654,3.5565217391304347,651.3548595864075,0.9558142928162648,0.3425683780005784,2.804366630395817,0
