study,symbol,date,strategy,maker_fee_rate,latency_ms,horizon_seconds,sample_count,mean_markout
crypto,BTCUSDT,2025-09-16,as_gamma_0.001,0.0,200,30,49,-0.045638922448983085
crypto,BTCUSDT,2025-09-16,as_gamma_0.001,0.0,200,60,49,-0.05060389795918949
crypto,BTCUSDT,2025-09-16,as_gamma_0.001,-5e-05,200,1,49,-0.022569363265310075
crypto,BTCUSDT,2025-09-16,as_gamma_0.001,-5e-05,200,5,49,-0.03267976734694742
crypto,BTCUSDT,2025-09-16,as_gamma_0.001,-5e-05,200,30,49,-0.045638922448983085
crypto,BTCUSDT,2025-09-16,as_gamma_0.001,-5e-05,200,60,49,-0.05060389795918949
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,10,1,23121,-0.030773450953678675
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,10,5,23121,-0.039680709149690956
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,10,30,23121,-0.04347807323645164
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,10,60,23121,-0.045166638774274515
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,10,1,23121,-0.030773450953678675
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,10,5,23121,-0.039680709149690956
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,10,30,23121,-0.04347807323645164
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,10,60,23121,-0.045166638774274515
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,10,1,23121,-0.030773450953678675
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,10,5,23121,-0.039680709149690956
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,10,30,23121,-0.04347807323645164
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,10,60,23121,-0.045166638774274515
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,10,1,23121,-0.030773450953678675
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,10,5,23121,-0.039680709149690956
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,10,30,23121,-0.04347807323645164
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,10,60,23121,-0.045166638774274515
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,50,1,22444,-0.030078292479059146
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,50,5,22444,-0.039087270515505396
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,50,30,22444,-0.04258534427686677
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,50,60,22444,-0.04438366196088043
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,50,1,22444,-0.030078292479059146
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,50,5,22444,-0.039087270515505396
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,50,30,22444,-0.04258534427686677
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,50,60,22444,-0.04438366196088043
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,50,1,22444,-0.030078292479059146
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,50,5,22444,-0.039087270515505396
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,50,30,22444,-0.04258534427686677
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,50,60,22444,-0.04438366196088043
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,50,1,22444,-0.030078292479059146
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,50,5,22444,-0.039087270515505396
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,50,30,22444,-0.04258534427686677
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,50,60,22444,-0.04438366196088043
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,200,1,21071,-0.029286720862797475
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,200,5,21071,-0.038260442074415195
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,200,30,21071,-0.041948095432110435
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0002,200,60,21071,-0.04408100980019932
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,200,1,21071,-0.029286720862797475
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,200,5,21071,-0.038260442074415195
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,200,30,21071,-0.041948095432110435
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0001,200,60,21071,-0.04408100980019932
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,200,1,21071,-0.029286720862797475
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,200,5,21071,-0.038260442074415195
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,200,30,21071,-0.041948095432110435
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,0.0,200,60,21071,-0.04408100980019932
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,200,1,21071,-0.029286720862797475
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,200,5,21071,-0.038260442074415195
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,200,30,21071,-0.041948095432110435
crypto,BTCUSDT,2025-09-16,glft_gamma_0.0001,-5e-05,200,60,21071,-0.04408100980019932
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,10,1,22899,-0.03112125234944781
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,10,5,22899,-0.04019111159876005
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,10,30,22899,-0.043834446290230984
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,10,60,22899,-0.04577689803484875
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,10,1,22899,-0.03112125234944781
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,10,5,22899,-0.04019111159876005
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,10,30,22899,-0.043834446290230984
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,10,60,22899,-0.04577689803484875
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,10,1,22899,-0.03112125234944781
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,10,5,22899,-0.04019111159876005
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,10,30,22899,-0.043834446290230984
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,10,60,22899,-0.04577689803484875
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,1,22899,-0.03112125234944781
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,5,22899,-0.04019111159876005
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,30,22899,-0.043834446290230984
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,60,22899,-0.04577689803484875
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,50,1,22331,-0.030736928614930114
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,50,5,22331,-0.039825872065738475
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,50,30,22331,-0.04354541850342569
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,50,60,22331,-0.04558226864672435
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,50,1,22331,-0.030736928614930114
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,50,5,22331,-0.039825872065738475
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,50,30,22331,-0.04354541850342569
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,50,60,22331,-0.04558226864672435
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,50,1,22331,-0.030736928614930114
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,50,5,22331,-0.039825872065738475
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,50,30,22331,-0.04354541850342569
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,50,60,22331,-0.04558226864672435
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,1,22331,-0.030736928614930114
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,5,22331,-0.039825872065738475
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,30,22331,-0.04354541850342569
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,50,60,22331,-0.04558226864672435
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,200,1,21509,-0.02930001541912709
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,200,5,21509,-0.03847682468501575
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,200,30,21509,-0.04159560941466359
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0002,200,60,21509,-0.0430419015226185
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,200,1,21509,-0.02930001541912709
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,200,5,21509,-0.03847682468501575
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,200,30,21509,-0.04159560941466359
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0001,200,60,21509,-0.0430419015226185
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,200,1,21509,-0.02930001541912709
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,200,5,21509,-0.03847682468501575
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,200,30,21509,-0.04159560941466359
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,0.0,200,60,21509,-0.0430419015226185
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,1,21509,-0.02930001541912709
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,5,21509,-0.03847682468501575
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,30,21509,-0.04159560941466359
crypto,BTCUSDT,2025-09-16,glft_imbalance_gamma_0.001_beta_2,-5e-05,200,60,21509,-0.0430419015226185
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,10,1,29993,-0.04786741597206001
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,10,5,29993,-0.055452244827126435
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,10,30,29993,-0.06086367918347602
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,10,60,29993,-0.06068995571133274
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,10,1,29993,-0.04786741597206001
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,10,5,29993,-0.055452244827126435
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,10,30,29993,-0.06086367918347602
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,10,60,29993,-0.06068995571133274
crypto,BTCUSDT,2025-09-17,symmetric,0.0,10,1,29993,-0.04786741597206001
crypto,BTCUSDT,2025-09-17,symmetric,0.0,10,5,29993,-0.055452244827126435
crypto,BTCUSDT,2025-09-17,symmetric,0.0,10,30,29993,-0.06086367918347602
crypto,BTCUSDT,2025-09-17,symmetric,0.0,10,60,29993,-0.06068995571133274
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,10,1,29993,-0.04786741597206001
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,10,5,29993,-0.055452244827126435
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,10,30,29993,-0.06086367918347602
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,10,60,29993,-0.06068995571133274
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,50,1,29342,-0.047016405091677475
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,50,5,29342,-0.05566090007157
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,50,30,29342,-0.059959528326289924
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,50,60,29342,-0.0602524443255405
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,50,1,29342,-0.047016405091677475
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,50,5,29342,-0.05566090007157
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,50,30,29342,-0.059959528326289924
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,50,60,29342,-0.0602524443255405
crypto,BTCUSDT,2025-09-17,symmetric,0.0,50,1,29342,-0.047016405091677475
crypto,BTCUSDT,2025-09-17,symmetric,0.0,50,5,29342,-0.05566090007157
crypto,BTCUSDT,2025-09-17,symmetric,0.0,50,30,29342,-0.059959528326289924
crypto,BTCUSDT,2025-09-17,symmetric,0.0,50,60,29342,-0.0602524443255405
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,50,1,29342,-0.047016405091677475
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,50,5,29342,-0.05566090007157
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,50,30,29342,-0.059959528326289924
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,50,60,29342,-0.0602524443255405
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,200,1,28460,-0.04483572734539724
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,200,5,28460,-0.053440837341883644
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,200,30,28460,-0.05934337441145457
crypto,BTCUSDT,2025-09-17,symmetric,0.0002,200,60,28460,-0.05944475099437832
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,200,1,28460,-0.04483572734539724
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,200,5,28460,-0.053440837341883644
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,200,30,28460,-0.05934337441145457
crypto,BTCUSDT,2025-09-17,symmetric,0.0001,200,60,28460,-0.05944475099437832
crypto,BTCUSDT,2025-09-17,symmetric,0.0,200,1,28460,-0.04483572734539724
crypto,BTCUSDT,2025-09-17,symmetric,0.0,200,5,28460,-0.053440837341883644
crypto,BTCUSDT,2025-09-17,symmetric,0.0,200,30,28460,-0.05934337441145457
crypto,BTCUSDT,2025-09-17,symmetric,0.0,200,60,28460,-0.05944475099437832
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,200,1,28460,-0.04483572734539724
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,200,5,28460,-0.053440837341883644
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,200,30,28460,-0.05934337441145457
crypto,BTCUSDT,2025-09-17,symmetric,-5e-05,200,60,28460,-0.05944475099437832
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,10,1,178,-0.041294903089888264
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,10,5,178,-0.0497112221910113
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,10,30,178,-0.031281563202247495
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,10,60,178,-0.050343489044943714
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,10,1,178,-0.041294903089888264
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,10,5,178,-0.0497112221910113
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,10,30,178,-0.031281563202247495
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,10,60,178,-0.050343489044943714
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,10,1,178,-0.041294903089888264
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,10,5,178,-0.0497112221910113
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,10,30,178,-0.031281563202247495
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,10,60,178,-0.050343489044943714
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,10,1,178,-0.041294903089888264
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,10,5,178,-0.0497112221910113
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,10,30,178,-0.031281563202247495
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,10,60,178,-0.050343489044943714
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,50,1,191,-0.033093221204191184
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,50,5,191,-0.03918586099476528
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,50,30,191,-0.05265879712042059
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,50,60,191,-0.06412833272251493
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,50,1,191,-0.033093221204191184
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,50,5,191,-0.03918586099476528
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,50,30,191,-0.05265879712042059
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,50,60,191,-0.06412833272251493
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,50,1,191,-0.033093221204191184
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,50,5,191,-0.03918586099476528
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,50,30,191,-0.05265879712042059
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,50,60,191,-0.06412833272251493
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,50,1,191,-0.033093221204191184
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,50,5,191,-0.03918586099476528
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,50,30,191,-0.05265879712042059
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,50,60,191,-0.06412833272251493
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,200,1,213,-0.04643923920188005
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,200,5,213,-0.03724158051643267
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,200,30,213,-0.08416404765258527
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0002,200,60,213,-0.09703339835680913
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,200,1,213,-0.04643923920188005
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,200,5,213,-0.03724158051643267
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,200,30,213,-0.08416404765258527
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0001,200,60,213,-0.09703339835680913
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,200,1,213,-0.04643923920188005
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,200,5,213,-0.03724158051643267
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,200,30,213,-0.08416404765258527
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,0.0,200,60,213,-0.09703339835680913
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,200,1,213,-0.04643923920188005
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,200,5,213,-0.03724158051643267
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,200,30,213,-0.08416404765258527
crypto,BTCUSDT,2025-09-17,as_gamma_0.001,-5e-05,200,60,213,-0.09703339835680913
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,10,1,35664,-0.04358680569201428
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,10,5,35664,-0.04872009605204143
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,10,30,35664,-0.051241928136215836
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,10,60,35664,-0.050496796096904634
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,10,1,35664,-0.04358680569201428
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,10,5,35664,-0.04872009605204143
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,10,30,35664,-0.051241928136215836
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,10,60,35664,-0.050496796096904634
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,10,1,35664,-0.04358680569201428
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,10,5,35664,-0.04872009605204143
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,10,30,35664,-0.051241928136215836
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,10,60,35664,-0.050496796096904634
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,10,1,35664,-0.04358680569201428
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,10,5,35664,-0.04872009605204143
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,10,30,35664,-0.051241928136215836
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,10,60,35664,-0.050496796096904634
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,50,1,33747,-0.04345108697513843
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,50,5,33747,-0.0491526399457731
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,50,30,33747,-0.05101368953536608
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,50,60,33747,-0.05010539663377503
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,50,1,33747,-0.04345108697513843
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,50,5,33747,-0.0491526399457731
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,50,30,33747,-0.05101368953536608
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,50,60,33747,-0.05010539663377503
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,50,1,33747,-0.04345108697513843
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,50,5,33747,-0.0491526399457731
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,50,30,33747,-0.05101368953536608
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,50,60,33747,-0.05010539663377503
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,50,1,33747,-0.04345108697513843
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,50,5,33747,-0.0491526399457731
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,50,30,33747,-0.05101368953536608
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,50,60,33747,-0.05010539663377503
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,200,1,30777,-0.04142298352828407
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,200,5,30777,-0.04721067114566086
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,200,30,30777,-0.05057800978165505
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0002,200,60,30777,-0.04981070033791485
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,200,1,30777,-0.04142298352828407
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,200,5,30777,-0.04721067114566086
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,200,30,30777,-0.05057800978165505
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0001,200,60,30777,-0.04981070033791485
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,200,1,30777,-0.04142298352828407
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,200,5,30777,-0.04721067114566086
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,200,30,30777,-0.05057800978165505
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,0.0,200,60,30777,-0.04981070033791485
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,200,1,30777,-0.04142298352828407
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,200,5,30777,-0.04721067114566086
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,200,30,30777,-0.05057800978165505
crypto,BTCUSDT,2025-09-17,glft_gamma_0.0001,-5e-05,200,60,30777,-0.04981070033791485
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0002,10,1,35564,-0.043832671104206425
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0002,10,5,35564,-0.049280648104825305
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0002,10,30,35564,-0.05106773730457765
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0002,10,60,35564,-0.05024258776571838
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0001,10,1,35564,-0.043832671104206425
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0001,10,5,35564,-0.049280648104825305
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0001,10,30,35564,-0.05106773730457765
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0001,10,60,35564,-0.05024258776571838
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0,10,1,35564,-0.043832671104206425
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0,10,5,35564,-0.049280648104825305
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0,10,30,35564,-0.05106773730457765
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,0.0,10,60,35564,-0.05024258776571838
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,1,35564,-0.043832671104206425
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,5,35564,-0.049280648104825305
crypto,BTCUSDT,2025-09-17,glft_imbalance_gamma_0.001_beta_2,-5e-05,10,30,35564,-0.05106773730457765
