study,symbol,date,calibration_date,strategy,maker_fee_rate,taker_fee_rate,latency_ms,cancellation_rule,gross_pnl,fees,net_pnl,fill_count,filled_volume,quote_count,quote_volume,fill_ratio,quote_to_fill,mean_abs_inventory,inventory_std,max_abs_inventory,end_inventory,empty_level_placements,beyond_book_placements
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0,0.00055,10,cancel-from-back,-1498.6542847000276,0.0,-1498.6542847000276,34075,111.185058,36810,368.0999999998102,0.3020512306440025,1.08026412325752,0.026287759673144253,0.029858059806899262,0.04997100000000151,-0.04553400000000105,35,2
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,-5e-05,0.00055,10,cancel-from-back,-1498.6542847000276,-600.6249352708,-898.0293494292275,34075,111.185058,36810,368.0999999998102,0.3020512306440025,1.08026412325752,0.026287759673144253,0.029858059806899262,0.04997100000000151,-0.04553400000000105,35,2
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0002,0.00055,50,cancel-from-back,-1467.3333547500295,2350.4208264537,-3817.75418120373,33357,108.769751,36324,363.23999999981464,0.29944320834725113,1.088946847738106,0.02613643182212747,0.029724751328987355,0.049969000000001165,-0.049531000000000415,156,19
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0001,0.00055,50,cancel-from-back,-1467.3333547500295,1175.21041322685,-2642.5437679768793,33357,108.769751,36324,363.23999999981464,0.29944320834725113,1.088946847738106,0.02613643182212747,0.029724751328987355,0.049969000000001165,-0.049531000000000415,156,19
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0,0.00055,50,cancel-from-back,-1467.3333547500295,0.0,-1467.3333547500295,33357,108.769751,36324,363.23999999981464,0.29944320834725113,1.088946847738106,0.02613643182212747,0.029724751328987355,0.049969000000001165,-0.049531000000000415,156,19
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,-5e-05,0.00055,50,cancel-from-back,-1467.3333547500295,-587.605206613425,-879.7281481366044,33357,108.769751,36324,363.23999999981464,0.29944320834725113,1.088946847738106,0.02613643182212747,0.029724751328987355,0.049969000000001165,-0.049531000000000415,156,19
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0002,0.00055,200,cancel-from-back,-1316.7748473500258,2204.3200587335004,-3521.0949060835264,31916,102.01378899999999,33655,336.5499999998389,0.3031162947557534,1.0544867777917033,0.025780431613791777,0.029452729759368534,0.04999399999999976,-0.0422950000000007,840,293
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0001,0.00055,200,cancel-from-back,-1316.7748473500258,1102.1600293667502,-2418.9348767167758,31916,102.01378899999999,33655,336.5499999998389,0.3031162947557534,1.0544867777917033,0.025780431613791777,0.029452729759368534,0.04999399999999976,-0.0422950000000007,840,293
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,0.0,0.00055,200,cancel-from-back,-1316.7748473500258,0.0,-1316.7748473500258,31916,102.01378899999999,33655,336.5499999998389,0.3031162947557534,1.0544867777917033,0.025780431613791777,0.029452729759368534,0.04999399999999976,-0.0422950000000007,840,293
crypto,BTCUSDT,2025-07-02,2025-07-01,symmetric,-5e-05,0.00055,200,cancel-from-back,-1316.7748473500258,-551.0800146833751,-765.6948326666507,31916,102.01378899999999,33655,336.5499999998389,0.3031162947557534,1.0544867777917033,0.025780431613791777,0.029452729759368534,0.04999399999999976,-0.0422950000000007,840,293
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0002,0.00055,10,cancel-from-back,-0.2540962999997536,3.9396377620800007,-4.193734062079754,106,0.180942,52907,529.0699999996639,0.00034200011340676083,499.12264150943395,0.001147702079885184,0.003499814667279002,0.033315000000000004,-0.012102000000000012,261,52572
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0001,0.00055,10,cancel-from-back,-0.2540962999997536,1.9698188810400004,-2.2239151810397537,106,0.180942,52907,529.0699999996639,0.00034200011340676083,499.12264150943395,0.001147702079885184,0.003499814667279002,0.033315000000000004,-0.012102000000000012,261,52572
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0,0.00055,10,cancel-from-back,-0.2540962999997536,0.0,-0.2540962999997536,106,0.180942,52907,529.0699999996639,0.00034200011340676083,499.12264150943395,0.001147702079885184,0.003499814667279002,0.033315000000000004,-0.012102000000000012,261,52572
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,-5e-05,0.00055,10,cancel-from-back,-0.2540962999997536,-0.9849094405200002,0.7308131405202466,106,0.180942,52907,529.0699999996639,0.00034200011340676083,499.12264150943395,0.001147702079885184,0.003499814667279002,0.033315000000000004,-0.012102000000000012,261,52572
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0002,0.00055,50,cancel-from-back,-7.8264238999998685,5.445341955720001,-13.27176585571987,149,0.250098,52870,528.6999999996642,0.0004730433137888383,354.8322147651007,0.0007700386347064203,0.0037216988575201667,0.049331000000000014,-0.01951400000000001,242,52550
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0001,0.00055,50,cancel-from-back,-7.8264238999998685,2.7226709778600005,-10.549094877859869,149,0.250098,52870,528.6999999996642,0.0004730433137888383,354.8322147651007,0.0007700386347064203,0.0037216988575201667,0.049331000000000014,-0.01951400000000001,242,52550
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0,0.00055,50,cancel-from-back,-7.8264238999998685,0.0,-7.8264238999998685,149,0.250098,52870,528.6999999996642,0.0004730433137888383,354.8322147651007,0.0007700386347064203,0.0037216988575201667,0.049331000000000014,-0.01951400000000001,242,52550
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,-5e-05,0.00055,50,cancel-from-back,-7.8264238999998685,-1.3613354889300002,-6.4650884110698685,149,0.250098,52870,528.6999999996642,0.0004730433137888383,354.8322147651007,0.0007700386347064203,0.0037216988575201667,0.049331000000000014,-0.01951400000000001,242,52550
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0002,0.00055,200,cancel-from-back,-8.07970720000018,5.706187644760001,-13.785894844760183,135,0.262096,52867,528.6699999996642,0.0004957648438537583,391.6074074074074,0.000768765309783678,0.003668970409061633,0.049331000000000014,-0.011511999999999994,225,52560
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0001,0.00055,200,cancel-from-back,-8.07970720000018,2.8530938223800004,-10.93280102238018,135,0.262096,52867,528.6699999996642,0.0004957648438537583,391.6074074074074,0.000768765309783678,0.003668970409061633,0.049331000000000014,-0.011511999999999994,225,52560
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,0.0,0.00055,200,cancel-from-back,-8.07970720000018,0.0,-8.07970720000018,135,0.262096,52867,528.6699999996642,0.0004957648438537583,391.6074074074074,0.000768765309783678,0.003668970409061633,0.049331000000000014,-0.011511999999999994,225,52560
crypto,BTCUSDT,2025-07-02,2025-07-01,as_gamma_0.001,-5e-05,0.00055,200,cancel-from-back,-8.07970720000018,-1.4265469111900002,-6.653160288810181,135,0.262096,52867,528.6699999996642,0.0004957648438537583,391.6074074074074,0.000768765309783678,0.003668970409061633,0.049331000000000014,-0.011511999999999994,225,52560
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0002,0.00055,10,cancel-from-back,-869.6260264000118,1513.5213890872003,-2383.147415487212,30522,70.00913,36469,364.6899999998133,0.19196887767702936,1.1948430640193959,0.023542656107130886,0.027431112144188433,0.0499960000000009,-0.027124000000000783,32016,40
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0001,0.00055,10,cancel-from-back,-869.6260264000118,756.7606945436002,-1626.386720943612,30522,70.00913,36469,364.6899999998133,0.19196887767702936,1.1948430640193959,0.023542656107130886,0.027431112144188433,0.0499960000000009,-0.027124000000000783,32016,40
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0,0.00055,10,cancel-from-back,-869.6260264000118,0.0,-869.6260264000118,30522,70.00913,36469,364.6899999998133,0.19196887767702936,1.1948430640193959,0.023542656107130886,0.027431112144188433,0.0499960000000009,-0.027124000000000783,32016,40
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,-5e-05,0.00055,10,cancel-from-back,-869.6260264000118,-378.3803472718001,-491.24567912821175,30522,70.00913,36469,364.6899999998133,0.19196887767702936,1.1948430640193959,0.023542656107130886,0.027431112144188433,0.0499960000000009,-0.027124000000000783,32016,40
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0002,0.00055,50,cancel-from-back,-859.8280375500108,1480.7204084536802,-2340.548446003691,29735,68.490011,36466,364.65999999981335,0.18781882027103344,1.2263662350765092,0.02350870696420098,0.027435746160864943,0.04998400000000018,-0.03291700000000013,31604,127
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0001,0.00055,50,cancel-from-back,-859.8280375500108,740.3602042268401,-1600.1882417768509,29735,68.490011,36466,364.65999999981335,0.18781882027103344,1.2263662350765092,0.02350870696420098,0.027435746160864943,0.04998400000000018,-0.03291700000000013,31604,127
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0,0.00055,50,cancel-from-back,-859.8280375500108,0.0,-859.8280375500108,29735,68.490011,36466,364.65999999981335,0.18781882027103344,1.2263662350765092,0.02350870696420098,0.027435746160864943,0.04998400000000018,-0.03291700000000013,31604,127
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,-5e-05,0.00055,50,cancel-from-back,-859.8280375500108,-370.18010211342005,-489.6479354365907,29735,68.490011,36466,364.65999999981335,0.18781882027103344,1.2263662350765092,0.02350870696420098,0.027435746160864943,0.04998400000000018,-0.03291700000000013,31604,127
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0002,0.00055,200,cancel-from-back,-819.2560811500109,1432.4969344550802,-2251.753015605091,28825,66.254301,36387,363.86999999981407,0.18208233984674158,1.2623417172593234,0.023356068172085343,0.027113939933804853,0.04999499999999962,-0.026953000000000383,28541,1018
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0001,0.00055,200,cancel-from-back,-819.2560811500109,716.2484672275401,-1535.5045483775511,28825,66.254301,36387,363.86999999981407,0.18208233984674158,1.2623417172593234,0.023356068172085343,0.027113939933804853,0.04999499999999962,-0.026953000000000383,28541,1018
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,0.0,0.00055,200,cancel-from-back,-819.2560811500109,0.0,-819.2560811500109,28825,66.254301,36387,363.86999999981407,0.18208233984674158,1.2623417172593234,0.023356068172085343,0.027113939933804853,0.04999499999999962,-0.026953000000000383,28541,1018
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_gamma_0.0001,-5e-05,0.00055,200,cancel-from-back,-819.2560811500109,-358.12423361377006,-461.13184753624085,28825,66.254301,36387,363.86999999981407,0.18208233984674158,1.2623417172593234,0.023356068172085343,0.027113939933804853,0.04999499999999962,-0.026953000000000383,28541,1018
crypto,BTCUSDT,2025-07-02,2025-07-01,glft_imbalance_gamma_0.001_beta_2,0.0002,0.00055,10,cancel-from-back,-854.9614256999806,1501.7266650364602,-2356.6880907364407,30102,69.459932,106851,1068.5099999991733,0.06500634715637077,3.549631253737293,0.023081517355524973,0.026984936325799836,0.04998399999999973,-0.029564000000000347,92687,176
